0,348,0,M,A,60,1,70,O,50,BER,J,INJ,ES,180-190,M1,2
0,168,10,M,A,50,2,33,N,76,BER,I,INJ,ES,170-180,M1,3
0,281,10,M,A,55,2,46,N,60,BER,O,INJ,GO,150-160,H,3
0,166,4,F,A,50,2,32,N,80,BER,K,IDS,GO,190-200,M1,3
0,72,9,F,C,50,2,27,N,100,BER,E,INJ,ES,140-150,A,2
0,75,0,F,A,37,1,29,N,100,BUS,M,INS,GO,130-140,0,3
0,425,10,M,A,1,2,53,N,95,BER,D,INJ,ES,140-150,B,3
1,370,4,M,A,50,1,50,N,50,MSPF,J,INJ,ES,180-190,M1,2
0,346,3,F,A,50,1,56,N,56,BER,J,INJ,ES,190-200,M2,3
0,305,10,M,A,55,2,51,N,50,BER,I,INJ,GO,160-170,M2,2
0,167,10,F,A,55,2,43,N,50,BER,F,INJ,GO,150-160,B,2
1,537,2,F,A,50,3,62,N,50,BER,I,INJ,ES,180-190,B,3
1,343,3,M,A,50,3,48,N,50,MSPHF,L,INJ,ES,190-200,M2,3
0,324,7,M,C,55,1,49,N,50,BRK,H,INJ,GO,140-150,M1,3
0,405,2,M,A,50,2,54,N,63,BER,H,INJ,ES,180-190,B,3
0,357,10,M,C,50,3,49,N,90,BER,D,INJ,ES,140-150,A,3
0,177,1,M,A,55,2,39,N,90,MSPF,L,IDS,GO,170-180,M2,2
0,157,10,M,C,26,2,31,O,72,BER,C,CAR,ES,140-150,B,3
0,238,10,M,A,50,1,38,N,57,BRK,N,INS,GO,170-180,H,3
0,408,10,M,A,50,1,59,N,50,BER,H,CAR,ES,170-180,M1,3
0,639,3,M,A,60,1,75,N,50,CPE,P,INJ,ES,S220,M2,2
1,648,1,F,A,60,1,73,N,58,BER,F,INJ,ES,160-170,B,2
0,439,10,M,A,50,2,57,N,106,BER,H,INJ,ES,170-180,M1,3
0,313,5,F,A,50,1,54,N,52,BER,M,INJ,ES,200-220,M1,3
1,528,0,M,A,6,4,62,N,50,BER,J,INJ,ES,170-180,M1,3
1,303,3,M,C,1,3,44,N,106,TT,U,INJ,ES,200-220,H,2
1,308,2,M,A,50,2,44,N,50,CTE,E,INJ,GO,150-160,B,1
0,318,7,F,A,55,2,45,O,50,CPE,N,INJ,ES,190-200,H,1
0,448,3,F,A,55,2,59,N,50,BER,G,INJ,ES,180-190,B,3
0,499,0,F,A,1,3,60,N,77,BER,O,INJ,ES,200-220,M1,2
0,612,2,F,A,60,1,77,N,60,BER,G,INJ,ES,160-170,B,3
0,258,2,M,A,1,3,40,N,50,MSPHF,N,INJ,ES,180-190,H,1
0,147,5,M,C,50,2,34,N,90,BER,K,INJ,ES,190-200,M1,3
0,152,9,F,A,1,1,36,N,68,BER,I,INJ,GO,160-170,M1,3
0,300,5,F,A,55,2,43,N,52,BER,D,INS,GO,150-160,B,3
0,12,3,M,C,26,2,19,N,125,BER,H,INJ,GO,150-160,M1,3
0,185,10,M,A,50,3,35,N,72,BER,E,INJ,GO,140-150,B,3
0,353,7,M,A,50,3,53,N,50,CTE,L,INS,GO,180-190,0,3
0,329,10,M,A,46,3,48,N,50,BER,G,INJ,ES,170-180,M1,3
0,412,10,M,A,42,4,54,N,72,BRK,P,INS,GO,180-190,H,3
0,457,5,F,A,50,1,56,N,50,BER,M,INS,ES,200-220,M1,3
0,637,4,M,A,60,1,75,O,50,MSPHF,K,INJ,ES,180-190,M1,3
0,57,10,F,C,26,2,23,N,85,BER,F,CAR,ES,160-170,B,3
1,111,1,F,C,50,2,36,N,90,BER,F,INJ,ES,160-170,B,2
1,587,1,M,A,60,1,66,N,50,BER,O,IDS,GO,200-220,M2,1
1,536,5,F,A,50,3,64,N,50,BER,E,INJ,ES,150-160,A,3
0,119,3,M,A,1,3,31,N,60,CAB,F,INS,ES,130-140,A,3
